"Wed, Aug 30, 2017, 6:30 PM",seattle one tanker night dive,junkyard,"2956 alki ave sw · seattle, wa","junkyard one tank night dive meetup 6:30pm splash 7pm. -0.37e>, slack 7:55, 0.1f pretty calm current night, so open to all skill level. mandatory that you have two (2) working lights. highly recommend tank light. junkyard is pretty straight forward. swim out drop and find the line at 50ft then head north. along the line it's possible to find, nudibranchs, octo's, sailfin sculpin, gunnels and sea spiders, but you got to look closely for the spiders. always a good place to take pictures. once you good shallow 20ft or less, you'll find eel grass. there also you'll find critters on the blades of grass, floating among them or on the sandy bottom. if you take your time you should see a lot.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242835189/
"Tue, Aug 29, 2017, 4:45 PM",fox island dive,fox island east wall,"1453 ozette drive fi · fox island, wa","oh, why not. currents look favorable for a dive at fox island east wall on august 29: -1.3kt ebb to 6:10 adjusted slack to a 0.5kt flood. very short surface swim (35-50ft) to layered sandstone ledges south of the fishing pier at fox island fishing pier parking site. the top of the first ledge is at 15 feet (safety stop depth), and it extends down to 45ft. below and south are a collection of broken ledges and nooks for various creatures. i've seen plenty of clown nudibranchs here and a few gpo dens. since this is a slack to flood situation, we will not get to ride the current weak that it is. there is a restroom on site, and it's best park near them. there is no fee for parking at this site. you will also find a 15 stair steps and then 125 paces down a straight hill to the cobblestone beach. there are few logs on shore for staging and rigging your gear if you choose to do so at the water's edge. meet at 4:45 for rigging gear and dive site briefing. splash at 5:45 or so.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242624821/
"Sat, Aug 26, 2017, 6:00 PM","moonlight beach adventure. august 26, 2017...it's that time again!",edmonds marina beach park,"650 admiral way south · edmonds, wa","marker buoys! this will be the 9th time we have wowed and entertained the folks in edmonds at marina beach park (south side of the marina) we do this to support the edmonds beach ranger science programs. it's a saturday evening. we all meet at about 6pm-ish. i'll be setting up our video gear, screen and the collection ""tide pools"" aka: wading pools. at about 7pm i need a good group of divers to first collect all sorts of marine critters to place in the ""tide pools"" just before dusk, the rangers and the large gathering of visitors join us at the beach. the rangers (with our help) show the folks the wonders of the marine life. the kids love this! at about 9pm, i'll be splashing with a live video cam system. the plan is to do a 30 min talking dive out near the rock pile on the old de-comm'd pipe out fall. i'll show the fish, i'll chat with the ranger who is our mc for the evening program. the video is projected on a large screen with my audio run through an amp system on the beach. in the past many years, we've had as many as 300 folks show-up to view our program. it's a big hit! this is done with support by the mast center at rendondo. here's the link to the edmonds activities page. it's a bit down the page: http://edmondswa.gov/2011-10-03-01-14-39.html",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240409048/
"Thu, Aug 24, 2017, 5:30 PM",mulilteo shore dive,mukilteo t-dock,"701 front street · mukilteo, wa",meet at 5:30 and dive when ready. very easy water entry with stairs and this site is used for a lot of classes. the dive profile will be adjusted to the skill level of those attending.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/242747680/
"Thu, Aug 24, 2017, 5:00 PM",seattle aquarium volunteer diver experience forms due,seattle aquarium,"1483 alaskan way, pier 59 · seattle, wa",interested in becoming a diver at the seattle aquarium? check out the details here - http://www.seattleaquarium.org/diver diver experience forms are due by 5pm.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/242441678/
"Wed, Aug 23, 2017, 6:30 PM",six gill hunt,redondo beach,"redondo beach dr. s. & redondo way s. · federal way, wa","redondo beach, one tank night dive for six gill sharks. meetup 6:30pm splash about 7ish. sunset 8:06pm with high tide at 7:24pm. this is open to advance divers only due to the depth. the plan is to descend to 85ft and hang out at that depth in hopes of seeing a six gill shark. there has been several sighting at redondo lately and we should take this opportunity to see and film them. i have been told there is a 7 and 10 footer cruising the carousel and black pearl boats. you must be an experienced night diver that has dove to 90 feet without any issues. you must have a working primary and secondary lights. highly recommend a tank light also. don't forget your camera",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242704031/
"Sat, Aug 19, 2017, 1:00 PM",let's dive sund rock!,hoodsport n' dive,"24080 north hwy 101 · hoodsport, wa","sund rock is one of the better nw options on a weekend with such a large tidal exchange (13.6'). it has an easy entry, lack of current, viz usually opens up below 40', you have guaranteed wolf eels and there are dive profiles for any skill level. the con? a $20 beach entry fee per diver. meet at hoodsport n' dive at 1pm (earlier if you need tanks filled) to get your beach entry ticket. 24080 north hwy 101 hoodsport, wa 98548 we plan splash no earlier than 2pm with hopes that the incoming tide will bring better visibility. i like to dive the south wall and head down to the glass sponges for the first dive, then visit the hoards of wolf eels at the bottom the north wall on the second dive, maybe photograph the sea pens if the vis is still bad on the fishbowl (30' range) at the top of the north wall. there are no current restrictions, both are divable all day long in whichever order you like. you can change in the bathrooms at the shop. there is a portapotty at the site, but bring hand sanitizer. the latest vis report from local diver, jerry ehrlich: 'it's been better. pretty good below 20-30 i would not get in the water before 2:00 pm. higher the tide, better the viz.' see you at hoodsport 'n dive!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242608983/
"Thu, Aug 17, 2017, 7:00 PM",alki night dive,alki junk yard,"2995 alki ave sw (64 av sw & alki sw) · seattle, wa","alki junkyard dive. generally a shallow dive not deeper than 55ft max. follow a line with a lots of junk that runs parallel to shore and comes shallower. good hiding spots for critters and then some in the shallow eelgrass. splash at approximately 8:00pm for and hour long dive. slack seems to be around 8:30. it won't be dark during set up, but it will be dark when we surface. back-up light required and tank light highly recommended.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242368057/
"Thu, Aug 17, 2017, 6:00 PM",dive at mukilteo,mukilteo t-dock,"701 front street · mukilteo, wa",meet at the mukilteo silver cloud hotel at 6:00 pm and splash when ready. dive plan will be adjusted for those attending. this site has a simple water entry and is used for a lot of classes. unfortunately it's pay parking. :-),https://www.meetup.com/Marker-Buoy-Dive-Club/events/242598960/
"Wed, Aug 16, 2017, 6:45 PM",midweek night dive,three tree point north,"sw 3 tree point ln and sw 170th st. burien wa · burien, wa","three tree night dive. 6:30pm meetup, 7:00 splash. slack 7:30pm. sunset 8:18pm. open to all skill levels. it won't be dark yet, but once we drop it will be. must have working primary and secondary lights. viz has been good here, so i expect another awesome dive with a six gill potential, since they have been seen recently at redondo. parking can be a problem, but usually available with a short walk. there maybe a porta potty still there hopefully.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242366631/
"Sun, Aug 13, 2017, 8:00 AM",north sound sunday morning dive (edmonds),edmonds underwater park.,"50 railroad ave · edmonds, wa",let's dive at edmonds underwater park. all skills are welcome. slack is at 9:38 am so we can meet at 8 am and splash at ~9:08 am.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/242462287/
"Thu, Aug 10, 2017, 6:00 PM",seattle one tank night dive,alki cove 2,"1660 harbor ave sw · seattle, wa","cove 2 almost dusk dive. open to all. meetup 6pm, splash 6:30pm must have working primary and secondary lights, a tank light is highly recommended. this site is used for training by several dive shops and is a good place to gain experience by newer members. however, i can only take 2 new divers with me at one time, so the first two to sign up will dive with me. anyone else will have to wait and see if any other experience divers are coming and willing to help me out. so, any of you guys that are willing to help me out, please let me know, ""should i need it"". experience divers and photographers you are not expected to help me out, just go do your own thing.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241869984/
"Tue, Aug 8, 2017, 7:00 PM",marker buoy board meeting,"frontier bonding service, llc","155 ne 100th st suite 201 · seattle, wa","board members, please rsvp on meetup so that we know if we have a quorum. also whether you will attend in person, or would like to be linked in remotely. i will send an agenda in advance of the meeting. please send me any additions or specific items you would like to add to the usual agenda.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242081500/
"Tue, Aug 8, 2017, 7:00 PM",science and a movie:,central cinema,"1411 21st avenue · seattle, wa","i'm not planning to attend, but you might be interested. the pacific science center organizes 'science and a movie' nights at central cinema wherein a guest speaker presents some science somewhat associate with the subject of a selected movie. i attended the event for astrobiology and aliens a while back and enjoyed the science talk and beer (yes, you can get a beer and food at the central cinema). august 8 and 9 they are showing jaws and have invited a wildlife ecologist to talk about the effect of a top predator in an ecosystem. his research has been on tiger sharks but he may expand to other areas. here's the link to the event: https://www.pacificsciencecenter.org/science-and-a-movie/ if you're planning to go, maybe coordinate which day in the comments section below.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241203405/
"Sat, Aug 5, 2017, 5:00 PM",skyline wall - advanced,skyline wall,"5919 cabana ln, anacortes, wa · 98221, wa","meet: 5pm or before splash: 6pm, we dive before slack, this site requires it. skill lv: strong/skilled advanced meet for dinner in town after the dive. ***note, this dive is cross-posted with moss bay. photographers love this dive! features wall, boulder pile / shelves, kelp forest description from the entry point, swim southwest toward the point of a relatively barren sandy bottom which turns to eel grass as you approach the point. drop down when you reach the beginning of the point (just past the house with the bulkhead and where the steep cliff is on the shore) and follow the contour down and west as the slope becomes more prominent and turns into a series of ledges and then develops into a cascading wall covered in life. during summer months there will be kelp marking the wall so you can descend when you reach the barrier of kelp. the wall cascades down to about 85’ and is comprised of a series of steep shelves, overhangs and large rocks. life covers nearly every surface of the wall and ledges lots of cucumbers and giant barnacles cover everything, huge urchins, sponges, gpos, puget sound king crab, kelp greenling, lingcod, all sorts of perch and rockfish, etc. as you continue west it will become less gradual and you round the point. come up over 40’ and ride the current back. the shallow section is just as interesting and dynamic as the deeper portions of the wall. below the bottom of the wall the rock structure gives way to a steep sandy bottom. special restrictions: beware of heavy currents. only dive this site on slack before an ebb current (slack at high tide) or you will be fighting current both directions. hop into the water about 30 minutes before slack and drift along the wall staying below 45’ on your way out. when you hit the end of the wall (it will start to turn into a slope and not so rocky) or when you are ready to turnaround, head up above 40’ and the current will bring you back toward the entry point. how to get there: from i-5 take exit 230 onto highway 20 west toward anacortes. go all the way through anacortes toward the washington state ferry terminal. hwy 20 will turn into commercial ave, then 12th, then oaks just before the terminal. take a left on sunset ave, then left onto skyline way, then right onto cabana way. park at the end of the street past the marina on the beach side of the road. there is beach access just before the gate at the end of the road that leads to a house that sits on the water.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242073739/
"Sat, Aug 5, 2017, 10:30 AM",north end easy dive,edmonds underwater park.,"50 railroad ave · edmonds, wa","easy / beginner dive @ edmonds u/w park. meet up @ 10:30 for an 11:30 splash. we'll do a quick site briefing once we're all accounted for and then assign buddies. buddy pairs can make their own dive plan based on their objective. i'll have a map for us to use to help with planning. underwater sports is nearby if you need air or forget something. i'm planning on a 1 tank dive but those who wish to stay for 2 shouldn't have a problem - currents should be minimal. it's going to be warm - mid 70's and sunny when we're getting ready. please plan accordingly and stay hydrated. look for signs of heat stress. there's a cold water shower there if you need to chill while you're waiting for your buddy to finish getting ready. parking is usually a challenge and will likely be more of a challenge this weekend. if there's no parking, the usual course of action is to wait in the turn-around until a spot opens. if nothing opens up or there's already a que, there's additional parking south of main street and east of railroad avenue. you can drop off your gear at the round-about and we'll watch over it. more info here: http://www.edmondswa.gov/edmonds-underwater-park-discovery.html",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241051512/
"Thu, Aug 3, 2017, 7:00 PM",meeting friends of saltwater state park,saltwater state park,"25205 8th pl s · des moines, wa",interested in saltwater state park? help support watershed/marine stewardship and amenities for park patrons. contact: friends.saltwater.statepark@gmail,https://www.meetup.com/Marker-Buoy-Dive-Club/events/nbnqhlywlbfb/
"Thu, Aug 3, 2017, 7:00 PM",meeting friends of saltwater state park,saltwater state park,"25205 8th pl s · des moines, wa",interested in saltwater state park? help support watershed/marine stewardship and amenities for park patrons. contact: friends.saltwater.statepark@gmail,https://www.meetup.com/Marker-Buoy-Dive-Club/events/nbnqhlywlbcb/
"Thu, Aug 3, 2017, 7:00 PM",down south one tank dive,redondo beach,"redondo beach dr. s. & redondo way s. · federal way, wa","redondo beach one tank dive open to all skills. meetup 6:30, splash 7ish. bring working primary and secondary lights. tank light highly recommended. good critters with plenty of baby octo's to find.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241059223/
"Wed, Aug 2, 2017, 7:00 PM",monthly club meeting,sunset hill community club,"3003 northwest 66th street · seattle, wa",eric askilsrud will be giving us some tips on how to shoot wide-angle photographs in our murky pacific northwest waters.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/240695802/
"Wed, Aug 2, 2017, 5:45 PM",dinner before wed meeting,restaurante michoacan,"8311 15th ave nw · seattle, wa","casual dinner before the meeting for those who can make it. probably 5:45 to 6 is best arrival to leave time for dinner and driving to meeting, just a few minutes away.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/242197799/
"Sun, Jul 30, 2017, 10:00 AM",keystone multi-tank | barbecue,keystone jetty,"12900 hwy 20 · coupville, wa","there is an mb group doing a one tank dive, but the currents look great for a full day of diving, plus our regular barbecue, so we have decided schedule a full day of diving. bring two or three tanks. the underwater photographers will be out in force, and several of our canadian friends will be coming down for the day. if you want to have lunch, please rsvp so we can have sufficient burgers, salads, and condiments.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241731243/
"Sun, Jul 30, 2017, 10:00 AM",whidbey island dive,keystone jetty,"12900 hwy 20 · coupville, wa","current conditions seem adequate for a dive at keystone jetty, pilings, and points in between (sea-floor hauserline). come for a one-tank dive! the visiting all three locations gives a good taste of different kinds of life. today's dive is around slack at 11:40am from a 1.1 knot flood to a 1.5knot ebb. discovery passes are required. plenty of parking, bathroom facilities, and shower are available. meet at 10am, splash at 11:10 for an hour long dive. actual splash time varies with your expected bottom time as slack is around 11:40. mukilteo - clinton ferry times: 25 min crossing time, plan for the 8:30 or 9:00am ferry or arrive earlier. ferry schedule found here: http://www.wsdot.com/ferries/schedule/scheduledetailbyroute.aspx?route=muk-cl",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241400577/
"Sat, Jul 29, 2017, 8:30 AM",south sound advanced current dive,day island wall,"day island blvd. w. 19 st. sw (cross street) · tacoma, wa","advanced current dive. not suitable for gaining current experience. day island is a serious shore dive and needs to be treated as such. no rescue, no boat pickup. ""there is no try, you do or you don't do."" [yoda] experienced diw divers should be ok with this. larger exchange, trowels suggested. 3.3 flood > 10:50 am slack > 2.6 ebb - south narrows substation meetup 8:30 am, splash ~ 9:30 am this is a north entrance, south and back dive. the wall this direction gets deeper and farther from shore. there is the potential for some down and out current at the far south end. it will be a current dive. you will be in current for a good portion of the dive. strong legs are good, a calm 'head' is more important. swim out about 100 yards over a slowly sloping gravel bottom to a small wall. drop onto the wall and head south. the farther south, the larger the wall, and the farther from shore. exposure is significantly higher than going north. limited parking, no facilities, carpooling encouraged. residential neighborhood and we want to keep our impact low and our presence minimal. fritz 206-525-0736 home 206-370-4720 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240967429/
"Tue, Jul 18, 2017, 7:00 PM",monthly board meeting,"frontier bonding service, llc","155 ne 100th st suite 201 · seattle, wa","board members, please rsvp for the board meeting to be sure we have a quorum. i'll also send out an agenda, hopefully this week, please let me know if you'd like something added.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240912991/
"Sun, Jul 16, 2017, 8:30 AM",far north current dive,skyline marina,"2011 skyline way · anacortes, wa","0.8f >9:50am > 0.5e - fidalgo head-burrows island between 0.5f > 10:20am > 1.0e - rosario skyline dive. meetup 8:30am, splash 9:20am. advanced dive with a long 200 yard swim. potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. when it's good it's one of the best invert shore dives in the sound, lots of color and great things to see. possibilities for candy stripe shrimp, ps king crab, juv. wolf eels, and gpo. divers should have a cutting tool and be aware of fishing line. the path along the shore is used by fisherman. with the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. parking can be a big issue, more in the summer. i strongly suggest carpooling, which helps with the longer drive also. no facilities on site -stop in anacortes or nearby washington park before coming over. debriefing in anacortes after the dive; brown lantern, rockfish, or the bowling alley depending on how busy things are. fritz 206-525-0736 home 206-370-4720 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240967345/
"Sat, Jul 15, 2017, 8:45 AM",down south 2 tank dive,redondo beach,"redondo beach dr. s. & redondo way s. · federal way, wa","redondo beach, two tank dive open to all skill levels. first dive 8:45am meetup, splash 9:30am. max tide is at 9:46am @ 8.42ft. second dive splash at 11:30am. parking readily available with showers and restroom.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241451213/
"Thu, Jul 13, 2017, 6:30 PM",down south 1 tank dive,redondo beach,"redondo beach dr. s. & redondo way s. · federal way, wa","redondo beach, one tank dive open to all skill levels. 6:30pm meetup, splash 7pm. max tide is at 9:28pm @12ft. bring working primary and secondary lights. highly recommend tank light. parking readily available with showers and restroom.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241058619/
"Wed, Jul 12, 2017, 5:30 PM",july meeting -- picnic in the park!,woodland park shelter #4,"w. green lake dr. n. · seattle, wa","hi all -- mbdc's july club meeting is a picnic in the park. no club business, just potluck dinner, conversation and a relaxing evening with your dive buddies. bring: something to grill, something to share and whatever you want to drink. seattle parks do not allow alcohol so plan accordingly. the club provides plates, forks, plastic cups and napkins. more info to follow as the date gets closer. see you in the park -- andrea",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240644134/
"Tue, Jul 11, 2017, 7:00 PM",meeting friends of saltwater state park,saltwater state park,"25205 8th pl s · des moines, wa",interested in saltwater state park? help support watershed/marine stewardship and amenities for park patrons.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/nbnqhlywkbgb/
"Sat, Jul 8, 2017, 7:30 AM",down south 2 tank no monkeying around dive,three tree point north,"sw 3 tree point ln and sw 170th st. burien wa · burien, wa","three tree 2 tank dive open to all skills. the currents and tides ""suck"" this weekend, so let get in and out and home early this day. 1st dive, meetup 7:30am, splash 8am. 2nd dive, meetup 9am, splash 10ish. slack 12:20pm. viz is slowly improving. deeper it has been good. good variety of critters to be found by all.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241058862/
"Thu, Jul 6, 2017, 6:30 PM",down south one tank dive,three tree point north,"sw 3 tree point ln and sw 170th st. burien wa · burien, wa","three tree one tank dive open to all. meetup 6:30pm, splash at 7pm. max flood level is 11ft at 5:57pm. bring working primary and secondary lights. tank light highly recommended. viz is slowly improving. deeper it has been good. good variety of critters to be found by all.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241058513/
"Wed, Jul 5, 2017, 8:00 AM",mid-week boat dive,ocean quest dive charters - des moines marina,"22307 dock ave s. · des moines, wa","our dive sites for july 5th (happy day after independence day) are four mile rock barges and blake island reef. after you sign up on meetup, go to the ocean quest website to reserve and pay for your spot ($90 at oceanquestdivecharters.com) that is the only way to guarantee your spot on the boat. we can take up to 8 people. please note that both sites require divers to have experience in current, good buoyancy control, be able to ascend without reference, and able to use a dsmb. to ensure that everyone can ""get their money's worth"" from the dive, unless you are signing up with buddy who is okay with shorter dive times, you should be able to get 60 minutes from a tank. four mile rock barges are two 200 + foot long intact barges sitting aside of each other in approximately 90′ of water. these look more like ships than they typical square barge shape and offer a good introduction to wreck diving. they have been down for some time and have a great deal of marine life growing on them. expect to see octopus, wolf eels, lingcod, warbonnets, and various macro life making homes in the barges. blake island reef consists of man made structures (concrete slabs, boxes, and other debris) which encourage the attraction of marine life. these were barged in and deposited on a sandy/silt sea floor ranging in depths of 40′ to 100′ plus. the structures generally run parallel to the shore of blake island and are spread over a considerable distance which can accommodate multiple divers and boats. questions? let me know!",https://www.meetup.com/Marker-Buoy-Dive-Club/events/235666073/
"Mon, Jul 3, 2017, 9:00 AM",monday am pre-holiday dive - north sound,mukilteo t-dock,"701 front street · mukilteo, wa",get ready for the 4th with a monday am dive at mukilteo t-dock. viz has been great lately at geodome and deeper. meet between 8:30 and 9:00am and splash ~9:30.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/241216384/
"Sun, Jul 2, 2017, 12:00 PM",far north current dive,skyline marina,"2011 skyline way · anacortes, wa","0.7f >1:30am > 0.4e - fidalgo head-burrows island between 0.4f > 2:02pm > 0.8e - rosario skyline dive. meetup noon, splash 1pm. advanced dive with a long 200 yard swim. potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. when it's good it's one of the best invert shore dives in the sound, lots of color and great things to see. possibilities for candy stripe shrimp, ps king crab, juv. wolf eels, and gpo. divers should have a cutting tool and be aware of fishing line. the path along the shore is used by fisherman. with the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. parking can be a big issue, more in the summer. i strongly suggest carpooling, which helps with the longer drive also. no facilities on site -stop in anacortes or nearby washington park before coming over. debriefing in anacortes after the dive; brown lantern, rockfish, or the bowling alley depending on how busy things are. fritz 206-525-0736 home 206-370-4720 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240967288/
"Wed, Jun 28, 2017, 8:00 PM",alki midweek night dive,alki junk yard,"6400 alki ave. s.w. · seattle, wa","night dive at alki junkyard. slack just after 10. lets splash at 9ish, meetup at 8.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/241051684/
"Sat, Jun 24, 2017, 11:00 AM",dive planning party,josh's house,"6320 54th ave ne · seattle, wa","hosting my first dive planning party! potluck and byob. this is a great opportunity to socialize, learn about tides and currents, and actually plan a dive! this is also a great opportunity to bring any non-diving family members to meet and mingle. we'll have our bbq available and, if needed, we have a large camp stove we can fire up as well. even if you don't plan on hosting a dive, or are a newer diver, you should come. it's a great time to discuss diving, equipment recommendations, compass reading, current, night dives or anything else; such as the most recent sounders game. and, if you do end up hosting a dive, remember that the club gives out air cards to dive hosts that meet minimum attendance and a bonus air card to new dive hosts. feel free to call if there are any questions or you get lost! 206.588.6134",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240365669/
"Sun, Jun 18, 2017, 10:30 AM",keystone with casey & erika,keystone jetty,"12900 hwy 20 · coupville, wa",copy meetup,https://www.meetup.com/Marker-Buoy-Dive-Club/events/240890364/
"Sun, Jun 18, 2017, 10:00 AM",far north current dive,skyline marina,"2011 skyline way · anacortes, wa","0.5f >11:30pm > 0.4e - fidalgo head-burrows island between 0.3f > 12pm > 0.9e - rosario skyline dive. meetup 10am, splash 11am. advanced dive with a long 200 yard swim. potential poor visibility while in current possible (hopefully not) puts some challenge in keep buddy pairs intact. when it's good it's one of the best invert shore dives in the sound, lots of color and great things to see. possibilities for candy stripe shrimp, ps king crab, juv. wolf eels, and gpo. divers should have a cutting tool and be aware of fishing line. the path along the shore is used by fisherman. with the complexity of the bottom and the poor viz, especially in the shallower areas, running into line is a real possibility. parking can be a big issue, more in the summer. i strongly suggest carpooling, which helps with the longer drive also. no facilities on site -stop in anacortes or nearby washington park before coming over. debriefing in anacortes after the dive; brown lantern, rockfish, or the bowling alley depending on how busy things are. fritz 206-525-0736 home 206-370-4720 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240645582/
"Sat, Jun 17, 2017, 9:15 AM",fox island dive,fox island east wall,"1453 ozette drive fi · fox island, wa","for experienced current divers, please. this is a current sensitive dive. the layered sandstone ledges i will focus on are south of the fishing pier at fox island fishing pier parking site. ledges seem to be between 15 ft and 80ft. there is a restroom on site, and it's best park near them. there is no fee for parking at this site. you will also find a 15 stair steps and then 125 paces down a straight hill to the cobblestone beach. there are few logs on shore for staging and rigging your gear if you choose to do so at the water's edge. expect less than a 50 foot swim to drop onto the wall. we'll be diving at slack before a -2.1 kt ebbing tide and coming from a 1.9 kn flood. predicted slack is at 10:46am. so, meet at 9:15am and splash at 10:15 for an hour long dive. then, there's plenty of time left in the day for whatever. if you're interested in finding fox island west wall (not current sensitive), bring an extra tank. shorter walk; longer swim.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/239604549/
"Tue, Jun 13, 2017, 6:00 PM",monthly board meeting,"frontier bonding service, llc","155 ne 100th st suite 201 · seattle, wa","board members, please rsvp for the board meeting to be sure we have a quorum. i'll also send out an agenda, hopefully this week, please let me know if you'd like something added.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240691683/
"Sat, Jun 10, 2017, 12:00 PM",siff film viewing,siff cinema uptown,511 queen anne avenue north · seattle,in case you might be interested... the uptown cinema is showing a film called chasing coral. it's a 90 minute film documenting the loss of coral habitat in our oceans and was completed by the same people that filmed to documentary chasing ice. here's the website information https://www.siff.net/festival/chasing-coral . showtime is noon.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/240619256/
"Sat, Jun 10, 2017, 10:00 AM",beach clean up - brackett's landing (edmonds u/w park),edmonds underwater park.,"50 railroad ave · edmonds, wa",hey all - will be picking up trash along brackett's landing beach as part of puget soundkeeper program for 'hour for the ocean'. bring some gloves and a trash bag and come join! more info here: http://www.pugetsoundkeeper.org/th_event/hour-ocean-cleanup-opportunities/ if this location isn't convenient for you - there's other beaches which are part of the program. check out the website to see if one's close to you.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/240658188/
"Wed, Jun 7, 2017, 7:00 PM",monthly club meeting,sunset hill community club,"3003 northwest 66th street · seattle, wa",billy ball will be talking to us about his five years in kona as a dive guide.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/239536248/
"Wed, Jun 7, 2017, 5:45 PM",dinner before wed meeting,restaurante michoacan,"8311 15th ave nw · seattle, wa","casual dinner before the meeting for those who can make it. probably 5:45 to 6 is best arrival to leave time for dinner and driving to meeting, just a few minutes away.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240579378/
"Tue, Jun 6, 2017, 7:00 PM",meeting friends of saltwater state park,saltwater state park,"25205 8th pl s · des moines, wa",interested in saltwater state park? help support watershed/marine stewardship and amenities for park patrons.,https://www.meetup.com/Marker-Buoy-Dive-Club/events/nbnqhlywjbjb/
"Sat, Jun 3, 2017, 12:00 PM",south sound advanced current dive,day island wall,"day island blvd. w. 19 st. sw (cross street) · tacoma, wa","advanced current dive. not suitable for gaining current experience. day island is a serious shore dive and needs to be treated as such. no rescue, no boat pickup. ""there is no try, you do or you don't do."" [yoda] i haven't been to diw in months so...lets go. experienced diw divers should be ok with this. 2.8 flood > 2:30 pm slack > 2.2 ebb - south narrows substation meetup 12 pm, splash ~ 1 pm this is a north entrance, south and back dive. the wall this direction gets deeper and farther from shore. there is the potential for some down and out current at the far south end. it will be a current dive. you will be in current for a good portion of the dive. strong legs are good, a calm 'head' is more important. swim out about 100 yards over a slowly sloping gravel bottom to a small wall. drop onto the wall and head south. the farther south, the larger the wall, and the farther from shore. exposure is significantly higher than going north. limited parking, no facilities, carpooling encouraged. residential neighborhood and we want to keep our impact low and our presence minimal. fritz 206-525-0736 home 206-370-4720 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240268397/
"Sat, Jun 3, 2017, 9:00 AM",lujac's dive charter to davidson rock,lu-jac's dive,"skyline marina · anacortes, wa","i have 2 openings on a lujac's dive charter to davidson rocks in the san juans. (truth be told.... i miscounted the number of divers) this should be considered an advanced dive but should be an exceptional dive. site description: http://emeralddiving.com/davidson.html (http://emeralddiving.com/davidson.html) we meet at the boat in skyline marina located in anacortes at 9:00 am so we can load the gear and leave promptly by 9:30 am. expect to return about 4:00 pm. lu-jac's web site is http://www.lujacsquest.com (http://www.lujacsquest.com/) for more information and directions to the boat. the charter costs $90 for the two tank charter which includes breakfast snacks, lunch, coffee, tea and bottled water. this site selection is only based on the tides but the weather may dictate a different site but not to worry, phil knows the san juan’s and he has never disappointed me. the current sites we are planning to dive are...... thank you,bruce brown 425 512-7457 cell",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240369245/
"Wed, May 31, 2017, 6:30 PM",down south one tank dive,three tree point north,"sw 3 tree point ln and sw 170th st. burien wa · burien, wa","three tree one tank dive. open to all divers. meetup 6:15pm, splash 7pm. viz has been poor these few days, but i'm hoping for an improvement. bring working primary and secondary lights. highly recommend carpooling. you can meet at the safeway parking lot at sw 148th st and 1st ave south. if not and if the parking lot is full at the dive site, then park on maplewild ave and hump your gear in. i anticipate other divers will be there earlier, since it is a wednesday night.",https://www.meetup.com/Marker-Buoy-Dive-Club/events/240380136/
